bag_id,n_good_frames,angle_mean,angle_median,angle_std,angle_min,angle_max,angle_q25,angle_q75,angle_iqr,angle_range,angle_cv,angle_mad,bcs_raw
BCS4__Cow_10,41,168.6362617306593,169.4766082763672,3.608521502943913,159.2031707763672,173.44093322753906,166.10617065429688,171.85365295410156,5.7474822998046875,14.237762451171875,0.02139825364907183,2.5971832275390625,4
BCS4__Cow_10_2038,4,168.73726272583008,171.60479736328125,7.498912705222822,157.6367645263672,174.10269165039062,167.84939193725586,172.49266815185547,4.643276214599609,16.465927124023438,0.04444135565602546,1.4245452880859375,4
BCS4__Cow_15_68,3,168.52513122558594,171.34698486328125,5.321935304903552,162.38653564453125,171.8418731689453,166.86676025390625,171.59442901611328,4.727668762207031,9.455337524414062,0.0315794758099293,0.4948883056640625,4
BCS4__Cow_17,10,172.2200180053711,172.01739501953125,1.115303034130556,170.99002075195312,174.0637664794922,171.4201545715332,172.6039924621582,1.183837890625,3.0737457275390625,0.006476035986105707,0.6381072998046875,4
BCS4__Cow_19,57,170.80799410635964,170.83203125,1.489373151117411,166.82534790039062,173.68252563476562,169.87960815429688,171.9741973876953,2.0945892333984375,6.857177734375,0.008719575210221134,1.0394134521484375,4
BCS4__Cow_19_0037,5,168.04493103027343,170.99807739257812,5.9018551250737605,158.73751831054688,173.4438018798828,165.84173583984375,171.20352172851562,5.361785888671875,14.706283569335938,0.035120697118858867,2.4457244873046875,4
BCS4__Cow_2,13,173.6840339073768,173.79161071777344,1.2470803703791216,171.9148406982422,175.45912170410156,172.489990234375,174.91632080078125,2.42633056640625,3.544281005859375,0.007180167009733155,1.2430877685546875,4
BCS4__Cow_22_6005,4,170.86962509155273,170.91197204589844,3.2489211060508847,166.9498291015625,174.70472717285156,169.25270080566406,172.5288963317871,3.276195526123047,7.7548980712890625,0.01901403543379988,2.3422012329101562,4
BCS4__Cow_23,18,169.33146497938367,169.48109436035156,0.5229573601406476,168.34909057617188,170.13987731933594,168.9095230102539,169.61808013916016,0.70855712890625,1.7907867431640625,0.003088364942713502,0.3584136962890625,4
BCS4__Cow_26,7,170.09929765973772,170.012939453125,0.552048483936718,169.46900939941406,170.83090209960938,169.70596313476562,170.4851531982422,0.7791900634765625,1.3618927001953125,0.003245448344184358,0.51190185546875,4
BCS4__Cow_26_5051,5,165.85059509277343,166.03903198242188,1.5148693675661489,163.495361328125,167.67967224121094,165.70790100097656,166.3310089111328,0.62310791015625,4.1843109130859375,0.0091339398976456,0.3311309814453125,4
BCS4__Cow_27_9008,4,164.84744262695312,168.122314453125,8.139310457544603,152.8245086669922,170.3206329345703,163.41222763061523,169.5575294494629,6.145301818847656,17.496124267578125,0.049374805746691015,1.6895828247070312,4
BCS4__Cow_29_7007,4,164.07477569580078,165.92868041992188,7.866616090039905,153.38461303710938,171.05712890625,160.68836975097656,169.3150863647461,8.626716613769531,17.672515869140625,0.0479453106468043,3.9670867919921875,4
BCS4__Cow_30,4,168.62799072265625,169.90816497802734,3.635342168473053,163.29209899902344,171.40353393554688,168.02052307128906,170.51563262939453,2.4951095581054688,8.111434936523438,0.02155835548353374,0.9034347534179688,4
